cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl
339,S. Ferdoush,Wireless sensor network system design using Raspberry Pi and Arduino for environmental monitoring applications,2014,Procedia Computer Science,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877050914009144,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906820557&origin=inward,5,8/22/24 16:58,Conference Paper,10.1016/j.procs.2014.07.059,1877-0509,https://api.elsevier.com/content/abstract/scopus_id/84906820557,34,,103,110,339,33.9,339,1,10,,,
335,"S Lindtner, GD Hertz, P Dourish","Emerging sites of HCI innovation: hackerspaces, hardware startups &incubators",2014,… of the SIGCHI conference on human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2556288.2557132,https://scholar.google.com/scholar?cites=9809637540088086733&as_sdt=2005&sciodt=2007&hl=en,114,8/22/24 10:20,,10.1145/2556288.2557132,,,,,,,335,33.5,112,3,10,"… 1 on a global scale, open hardware platforms such as the … In this paper, we examine open hardware products like the … In the discussion, we examine, in light of our empirical cases, …",https://dl.acm.org/doi/pdf/10.1145/2556288.2557132,https://scholar.google.com/scholar?q=related:zYBJeF7VIogJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
335,"Jonathan Woodruff, R. Watson, D. Chisnall, S. Moore, Jonathan Anderson, Brooks Davis, B. Laurie, P. Neumann, Robert M. Norton, M. Roe",The CHERI capability model: Revisiting RISC in an age of risk,2014,,,,,975,8/22/24 15:04,,10.1145/2678373.2665740,,,,,,,335,33.5,34,10,10,"Motivated by contemporary security challenges, we reevaluate and refine capability-based addressing for the RISC era. We present CHERI, a hybrid capability model that extends the 64-bit MIPS ISA with byte-granularity memory protection. We demonstrate that CHERI enables language memory model enforcement and fault isolation in hardware rather than software, and that the CHERI mechanisms are easily adopted by existing programs for efficient in-program memory safety. In contrast to past capability models, CHERI complements, rather than replaces, the ubiquitous page-based protection mechanism, providing a migration path towards deconflating data-structure protection and OS memory management. Furthermore. CHERI adheres to a strict RISC philosophy: it maintains a load-store architecture and requires only single-cycle instructions, and supplies protection primitives to the compiler, language runtime, and operating system. We demonstrate a mature FPGA implementation that runs the FreeBSD operating system with a full range of software and an open-source application suite compiled with an extended LLVM to use CHERI memory protection. A limit study compares published memory safety mechanisms in terms of instruction count and memory overheads. The study illustrates that CHERI is performance-competitive even while providing assurance and greater flexibility with simpler hardware.",,
331,"Nicolas Vasilache, Jeff Johnson, Michaël Mathieu, Soumith Chintala, Serkan Piantino, Yann LeCun",Fast Convolutional Nets With fbfft: A GPU Performance Evaluation,2014,,,,,560,8/22/24 15:04,,,,,,,,,331,33.1,55,6,10,"We examine the performance profile of Convolutional Neural Network training on the current generation of NVIDIA Graphics Processing Units. We introduce two new Fast Fourier Transform convolution implementations: one based on NVIDIA's cuFFT library, and another based on a Facebook authored FFT implementation, fbfft, that provides significant speedups over cuFFT (over 1.5x) for whole CNNs. Both of these convolution implementations are available in open source, and are faster than NVIDIA's cuDNN implementation for many common convolutional layers (up to 23.5x for some synthetic kernel configurations). We discuss different performance regimes of convolutions, comparing areas where straightforward time domain convolutions outperform Fourier frequency domain convolutions. Details on algorithmic applications of NVIDIA GPU hardware specifics in the implementation of fbfft are also provided.",,
285,"Edwin S. Dalmaijer, S. Mathôt, S. Stigchel","PyGaze: An open-source, cross-platform toolbox for minimal-effort programming of eyetracking experiments",2014,,,,,314,8/22/24 15:04,,10.3758/s13428-013-0422-2,,,,,,,285,28.5,95,3,10,,,
258,"Matthew McCormick, Xiaoxiao Liu, L. Ibáñez, J. Jomier, Charles Marion",ITK: enabling reproducible research and open science,2014,,,,,915,8/22/24 15:04,,10.3389/fninf.2014.00013,,,,,,,258,25.8,52,5,10,"Reproducibility verification is essential to the practice of the scientific method. Researchers report their findings, which are strengthened as other independent groups in the scientific community share similar outcomes. In the many scientific fields where software has become a fundamental tool for capturing and analyzing data, this requirement of reproducibility implies that reliable and comprehensive software platforms and tools should be made available to the scientific community. The tools will empower them and the public to verify, through practice, the reproducibility of observations that are reported in the scientific literature. Medical image analysis is one of the fields in which the use of computational resources, both software and hardware, are an essential platform for performing experimental work. In this arena, the introduction of the Insight Toolkit (ITK) in 1999 has transformed the field and facilitates its progress by accelerating the rate at which algorithmic implementations are developed, tested, disseminated and improved. By building on the efficiency and quality of open source methodologies, ITK has provided the medical image community with an effective platform on which to build a daily workflow that incorporates the true scientific practices of reproducibility verification. This article describes the multiple tools, methodologies, and practices that the ITK community has adopted, refined, and followed during the past decade, in order to become one of the research communities with the most modern reproducibility verification infrastructure. For example, 207 contributors have created over 2400 unit tests that provide over 84% code line test coverage. The Insight Journal, an open publication journal associated with the toolkit, has seen over 360,000 publication downloads. The median normalized closeness centrality, a measure of knowledge flow, resulting from the distributed peer code review system was high, 0.46.",,
245,"Nicholas B Rego, D. Koes",3Dmol.js: molecular visualization with WebGL,2014,,,,,600,8/22/24 15:04,,10.1093/bioinformatics/btu829,,,,,,,245,24.5,123,2,10,"Summary: 3Dmol.js is a modern, object-oriented JavaScript library that uses the latest web technologies to provide interactive, hardware-accelerated three-dimensional representations of molecular data without the need to install browser plugins or Java. 3Dmol.js provides a full featured API for developers as well as a straightforward declarative interface that lets users easily share and embed molecular data in websites. Availability and implementation: 3Dmol.js is distributed under the permissive BSD open source license. Source code and documentation can be found at http://3Dmol.csb.pitt.edu Contact: dkoes@pitt.edu",,
239,"C. O'Flynn, Z. Chen",ChipWhisperer: An Open-Source Platform for Hardware Embedded Security Research,2014,,,,,153,8/22/24 15:04,,10.1007/978-3-319-10175-0_17,,,,,,,239,23.9,120,2,10,,,
180,A. C. Jiménez,The Right to Infrastructure: A Prototype for Open Source Urbanism,2014,,,,,321,8/22/24 15:04,,10.1068/d13077p,,,,,,,180,18,180,1,10,"This paper develops an analytical framework to place the rise of open source urbanism in context, and develops the concept of the ‘right to infrastructure’ as expressive of new ecologies of urban relations that have come into being. It describes, first, a genealogy for open source technology, focusing in particular on how open source urban hardware projects may challenge urban theory. It moves then to describe in detail various dimensions and implications of an open source infrastructural project in Madrid. In all, the paper analyses three challenges that the development of open source urban infrastructures is posing to the institutions of urban governance and property: the evolving shape and composition of urban ecologies; the technical and design challenges brought about by open source urban projects; and the social organisation of the ‘right to infrastructure’ as a political, active voice in urban governance. In the last instance, the right to infrastructure, I shall argue, signals the rise of the ‘prototype’ as an emerging figure for contemporary sociotechnical designs in and for social theory.",,
177,"M. Hunter, B. Segelke, M. Messerschmidt, Garth J. Williams, N. Zatsepin, A. Barty, W. Benner, D. Carlson, M. Coleman, A. Graf, S. Hau-Riege, T. Pardini, M. Seibert, James E. Evans, S. Boutet, M. Frank",Fixed-target protein serial microcrystallography with an x-ray free electron laser,2014,,,,,962,8/22/24 15:04,,10.1038/srep06026,,,,,,,177,17.7,18,16,10,,,
147,"John-Olof Nilsson, A. Gupta, P. Händel",Foot-mounted inertial navigation made easy,2014,,,,,635,8/22/24 15:04,,10.1109/IPIN.2014.7275464,,,,,,,147,14.7,49,3,10,"Despite being around for almost two decades, foot-mounted inertial navigation only has gotten a limited spread. Contributing factors to this are lack of suitable hardware platforms and difficult system integration. As a solution to this, we present an open-source wireless foot-mounted inertial navigation module with an intuitive and significantly simplified dead reckoning interface. The interface is motivated from statistical properties of the underlying aided inertial navigation and argued to give negligible information loss. The module consists of both a hardware platform and embedded software. Details of the platform and the software are described, and a summarizing description of how to reproduce the module are given. System integration of the module is outlined and finally, we provide a basic performance assessment of the module. In summary, the module provides a modularization of the foot-mounted inertial navigation and makes the technology significantly easier to use.",,
146,"Colin O’Flynn, Zhizhang Chen",ChipWhisperer: An Open-Source Platform for Hardware Embedded Security Research,2014,Lecture Notes in Computer Science,Springer International Publishing,http://dx.doi.org/10.1007/978-3-319-10175-0_17,,783,8/22/24 15:14,book-chapter,10.1007/978-3-319-10175-0_17,0302-9743,,,,243,260,146,14.6,73,2,10,,https://link.springer.com/content/pdf/10.1007/978-3-319-10175-0_17,
142,"Jun Liu, Feng Liu, N. Ansari",Monitoring and analyzing big traffic data of a large-scale cellular network with Hadoop,2014,,,,,641,8/22/24 15:04,,10.1109/MNET.2014.6863129,,,,,,,142,14.2,47,3,10,"Network traffic monitoring and analysis is of theoretical and practical significance for optimizing network resource and improving user experience. However, existing solutions, which usually rely on a high-performance server with large storage capacity, are not scalable for detailed analysis of a large volume of traffic data. In this article, we present a traffic monitoring and analysis system for large-scale networks based on Hadoop, an open-source distributed computing platform for big data processing on commodity hardware. This system has been deployed in the core network of a large cellular network and extensively evaluated. The results demonstrate that the system can efficiently processes 4.2 Tbytes of traffic data from 123 Gb/s links with high performance and low cost every day.",,
141,"N. Freire, J. Estima, A. Cardoso",A Voltage-Based Approach Without Extra Hardware for Open-Circuit Fault Diagnosis in Closed-Loop PWM AC Regenerative Drives,2014,,,,,363,8/22/24 15:04,,10.1109/TIE.2013.2279383,,,,,,,141,14.1,47,3,10,"The widespread use of electric drives has led to an increasing interest in their condition monitoring and fault diagnostics. With respect to power-switch open-circuit fault diagnosis, the majority of the proposed voltage-based approaches require additional hardware, increasing the system cost. As a result, industry acceptance may be low. This paper proposes a new voltage-based approach-without additional sensors-for open-circuit fault diagnosis in closed-loop controlled pulsewidth-modulation (PWM) ac voltage source converters, by using the information contained in the reference voltages available from the control system. The robustness against false alarms of the proposed technique is improved by employing a voltage observer, in order to estimate the actual converter voltages. It has been proven that the algorithm is insensitive to parameter errors; thus, its effectiveness is not compromised. In order to assess the applicability of the diagnostic technique, it is integrated into the control system of a permanent-magnet-synchronous-machine drive, with regenerative capabilities, together with three of the most widely used PWM control strategies: hysteresis current control, direct torque control, and space vector modulation. The technique performance is analyzed in detail by means of several experimental results.",,
140,"P. Jääskeläinen, C. S. D. L. Lama, E. Schnetter, K. Raiskila, J. Takala, H. Berg",pocl: A Performance-Portable OpenCL Implementation,2014,,,,,991,8/22/24 15:04,,10.1007/s10766-014-0320-y,,,,,,,140,14,23,6,10,,,
130,"S. Kaur, Japinder Singh, Navtej S. Ghumman",Network Programmability Using POX Controller,2014,,,,,639,8/22/24 15:04,,,,,,,,,130,13,43,3,10,"POX is a Python based open source OpenFlow/Software Defined Networking (SDN) Controller. POX is used for faster development and prototyping of new network applications. POX controller comes pre installed with the mininet virtual machine. Using POX controller you can turn dumb openflow devices into hub, switch, load balancer, firewall devices. The POX controller allows easy way to run OpenFlow/SDN experiments. POX can be passed different parameters according to real or experimental topologies, thus allowing you to run experiments on real hardware, testbeds or in mininet emulator. In this paper, first section will contain introduction about POX, OpenFlow and SDN, then discussion about relationship between POX and Mininet. Final Sections will be regarding creating and verifying behavior of network applications in POX.",,
130,"M. Vanhoef, Frank Piessens",Advanced Wi-Fi attacks using commodity hardware,2014,,,,,469,8/22/24 15:04,,10.1145/2664243.2664260,,,,,,,130,13,65,2,10,"We show that low-layer attacks against Wi-Fi can be implemented using user-modifiable firmware. Hence cheap off-the-shelf Wi-Fi dongles can be used carry out advanced attacks. We demonstrate this by implementing five low-layer attacks using open source Atheros firmware. The first attack consists of unfair channel usage, giving the user a higher throughput while reducing that of others. The second attack defeats countermeasures designed to prevent unfair channel usage. The third attack performs continuous jamming, making the channel unusable for other devices. For the fourth attack we implemented a selective jammer, allowing one to jam specific frames already in the air. The fifth is a novel channel-based Man-in-the-Middle (MitM) attack, enabling reliable manipulation of encrypted traffic. These low-layer attacks facilitate novel attacks against higher-layer protocols. To demonstrate this we show how our MitM attack facilitates attacks against the Temporal Key Integrity Protocol (TKIP) when used as a group cipher. Since a substantial number of networks still use TKIP as their group cipher, this shows that weaknesses in TKIP have a higher impact than previously thought.",,
127,"G Bitella, R Rossi, R Bochicchio, M Perniola, M Amato",A novel low-cost open-hardware platform for monitoring soil water content and multiple soil-air-vegetation parameters,2014,Sensors,mdpi.com,https://www.mdpi.com/1424-8220/14/10/19639,https://scholar.google.com/scholar?cites=12597271216227092947&as_sdt=2005&sciodt=2007&hl=en,120,8/22/24 10:20,HTML,,,,,,,,127,12.7,25,5,10,"… The objective of this work was to design a low cost “open hardware” platform for multi-… Empirical calibration curves were subjected to cross-validation (leave-one-out method), and …",https://www.mdpi.com/1424-8220/14/10/19639,https://scholar.google.com/scholar?q=related:0wl4jm1_0q4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
125,"Kizheppatt Vipin, Suhaib A. Fahmy",ZyCAP: Efficient Partial Reconfiguration Management on the Xilinx Zynq,2014,,,,,652,8/22/24 15:04,,10.1109/LES.2014.2314390,,,,,,,125,12.5,63,2,10,"New hybrid FPGA platforms that couple processors with a reconfigurable fabric, such as the Xilinx Zynq, offer an alternative view of reconfigurable computing where software applications leverage hardware resources through the use of often reconfigured accelerators. For this to be feasible, reconfiguration overheads must be reduced so that the processor is not burdened with managing the process. We discuss partial reconfiguration (PR) on these architectures, and present an open source controller, ZyCAP, that overcomes the limitations of existing methods, offering more effective use of hardware resources in such architectures. ZyCAP combines high-throughput configuration with a high-level software interface that frees the processor from detailed PR management, making PR on the Zynq easy and efficient.",,
117,D Sui,Opportunities and impediments for open GIS,2014,Transactions in GIS,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12075,https://scholar.google.com/scholar?cites=1342299438127144125&as_sdt=2005&sciodt=2007&hl=en,467,8/22/24 10:20,,10.1111/tgis.12075,,,,,,,117,11.7,117,1,10,"… include open data, open software, open hardware, open standards, open research collaboration, … But currently we still lack empirical studies about the potential environmental impacts of …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/tgis.12075,https://scholar.google.com/scholar?q=related:vVzGJzrOoBIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007
106,"A. Olofsson, Tomas Nordstrom, Z. Ul-Abdin",Kickstarting high-performance energy-efficient manycore architectures with Epiphany,2014,,,,,661,8/22/24 15:04,,10.1109/ACSSC.2014.7094761,,,,,,,106,10.6,35,3,10,"In this paper we introduce Epiphany as a highperformance energy-efficient manycore architecture suitable for real-time embedded systems. This scalable architecture supports floating point operations in hardware and achieves 50 GFLOPS/W in 28 nm technology, making it suitable for high performance streaming applications like radio base stations and radar signal processing. Through an efficient 2D mesh Network-on-Chip and a distributed shared memory model, the architecture is scalable to thousands of cores on a single chip. An Epiphany-based open source computer named Parallella was launched in 2012 through Kickstarter crowd funding and has now shipped to thousands of customers around the world.",,
105,"Tiago Rosado, Jorge Bernardino",An overview of openstack architecture,2014,,,,,664,8/22/24 15:04,,10.1145/2628194.2628195,,,,,,,105,10.5,53,2,10,"Cloud Computing concept refers to both the applications delivered as services over the Internet and the servers and system software in the datacenters that provide those services. These solutions offer pools of virtualized computing resources, paid on a pay-per-use basis, and drastically reduce the initial investment and maintenance costs. Efficient and flexible resource management is the main focus for the cloud solutions on the market as well as scalability and adaptability to new environments. Openstack exceeded the market as a scalable, performant and highly adaptive open source architecture for both public and private cloud solutions as well as leveraging from hardware resources either they be professional or entry level. This paper gives an overview of Openstack software components functionalities in order to design and implement unique cloud computing solutions to fit enterprises purposes.",,
104,"G. Hattenberger, M. Bronz, Michel Gorraz",Using the Paparazzi UAV System for Scientific Research,2014,,,,,671,8/22/24 15:04,,10.4233/UUID:B38FBDB7-E6BD-440D-93BE-F7DD1457BE60,,,,,,,104,10.4,35,3,10,"This paper presents an overview of the Paparazzi UAV system and its recent use in scientific research. Paparazzi is an open-source project that aims at providing a complete solution to fly fixedwing aircraft and rotorcrafts. Several hardware boards and sensors are also developed within the project. Since several years, it has been used by various institutes for scientific research. The recent use on scientific research for meteorological studies is presented as an example.",,
102,"Alicia Gibb, Steven Abadie",Building Open Source Hardware: DIY Manufacturing for Hackers and Makers,2014,,,,,90,8/22/24 15:04,,,,,,,,,102,10.2,51,2,10,"Our website was released having a aspire to work as a total online digital library that provides usage of multitude of PDF file ebook assortment. You might find many kinds of e-publication as well as other literatures from our papers data bank. Distinct preferred subjects that distribute on our catalog are trending books, solution key, test test question and answer, manual example, exercise guideline, test sample, customer handbook, owner's guideline, assistance instructions, restoration guide, and so forth.",,
100,A. Galadima,Arduino as a learning tool,2014,,,,,674,8/22/24 15:04,,10.1109/ICECCO.2014.6997577,,,,,,,100,10,100,1,10,In this paper we shall take a brief look at the Arduino microcontroller and some of its applications and how it can be used in learning. Arduino is an open-source microcontroller used in electronic prototyping. Arduino hardware and its components shall be looked at. Software and the Environment that Arduino runs on are both looked at too. Some applications will be taken as examples that can help make learning Arduino more interesting. This can be used as a major way to encourage students and others to learn more about electronics and programming.,,
98,Victor C. X. Wang,Handbook of Research on Education and Technology in a Changing Society,2014,,,,,675,8/22/24 15:04,,10.4018/978-1-4666-6046-5,,,,,,,98,9.8,98,1,10,"This chapter examines the use of Open Source Software (OSS) technologies that can be used to improve the learning of Science, Technology, Engineering, and Mathematics (STEM). Explored are the various methods that can be utilized to improve the percentage of STEM majors in the American educational system with resources such as: Open Source as Alternative (OSALT), virtualization, cloud computing, Linux distributions, open source programming, and open source hardware platforms. Increasing the amount of students that pursue STEM majors is important because the projected job growth in the STEM field compared to non-STEM jobs is 33%. OSALT provides cost-effective alternatives to commercial products such as Microsoft Office Suite and Adobe Photoshop. Second, creating Virtual Machines (VMs) is another avenue to teach complex concepts in computer science, engineering, and Information Technology (IT). Third, cloud computing is an inexpensive way for clients to access information from multiple locations and devices. Fourth, universities can use the Operating System (OS) Linux and its various distributions as replacements for commercial operating systems like Windows in order to reduce IT costs. Lastly, open source programming languages like Python and their associated Integrated Development Environments (IDEs) provide comprehensive facilities for software engineers for application development or testing.",,
97,Joshua M. Pearce,Quantifying the Value of Open Source Hardware Development,2014,,,,,80,8/22/24 15:04,,10.4236/ME.2015.61001,,,,,,,97,9.7,97,1,10,"With the maturation of digital manufacturing technologies like 3-D printing, a new paradigm is emerging of distributed manufacturing in both scientific equipment and consumer goods. Hardware released under free licenses is known as free and open source hardware (FOSH). The availability of these FOSH designs has a large value to those with access to digital manufacturing methods and particularly for scientists with needs for highly-customized low-volume production products. It is challenging to use traditional funding models to support the necessary investment of resources in FOSH development because of the difficulty in quantifying the value of the result. In order to overcome that challenge and harvest the current opportunity in both low-cost scientific equipment and consumer products, this article evaluates the following methods to quantify the value of FOSH design including: 1) downloaded substitution valuation; 2) avoided reproduction valuation and 3) market savings valuation along with additional benefits related to market expansion, scientific innovation acceleration, educational enhancement and medical care improvement. The strengths and weaknesses of these methods are analyzed and the results show that the methods are relatively straight-forward to institute, based on reliable freely-available data, and that they minimize assumptions. A case study of a syringe pump with numerous scientific and medical applications is presented. The results found millions of dollars of economic value from a relatively simple scientific device being released under open-licenses representing orders of magnitude increase in value from conventional proprietary development. The inescapable conclusion of this study is that FOSH development should be funded by organizations interested in maximizing return on public investments particularly in technologies associated with science, medicine and education.",,
94,"J. E. Auerbach, Deniz Aydin, Andrea Maesani, P. Kornatowski, Titus Cieslewski, G. Heitz, Pradeep Fernando, I. Loshchilov, Ludovic Daler, D. Floreano",RoboGen: Robot Generation through Artificial Evolution,2014,,,,,673,8/22/24 15:04,,10.7551/978-0-262-32621-6-CH022,,,,,,,94,9.4,9,10,10,"Science instructors from a wide range of disciplines agree that hands-on laboratory components of courses are pedagogically necessary (Freedman, 1997). However, certain shortcomings of current laboratory exercises have been pointed out by several authors (Mataric, 2004; Hofstein and Lunetta, 2004). The overarching theme of these analyses is that hands-on components of courses tend to be formulaic, closed-ended, and at times outdated. To address these issues, we envision a novel platform that is not only a didactic tool but is also an experimental testbed for users to play with different ideas in evolutionary robotics (Nolfi and Floreano, 2000), neural networks, physical simulation, 3D printing, mechanical assembly, and embedded processing. Here, we introduce RoboGen™: an open-source software and hardware platform designed for the joint evolution of robot morphologies and controllers a la Sims (1994); Lipson and Pollack (2000); Bongard and Pfeifer (2003). Robo- Gen has been designed specifically to allow evolved robots to be easily manufactured via widely available desktop 3D-printers, and the use of simple, open-source, low-cost, offthe- shelf electronic components. RoboGen features an evolution engine complete with a physics simulator, as well as utilities both for generating design files of body components for 3D printing, and for compiling neural-network controllers to run on an Arduino microcontroller board.",,
