record_id,Unnamed: 0,cites,authors,Coding,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,PT,AU,BA,BE,GP,AF,BF,CA,Title,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,Abstract,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT,exported_notes_1,Included,asreview_ranking,exported_notes_2,,exported_notes_3
1564,1564,102,V. Kostakis,empirical,The convergence of digital commons with local manufacturing from a degrowth perspective: Two illustrative cases,2018,Journal of Cleaner Production,,https://api.elsevier.com/content/article/eid/1-s2.0-S0959652616314184,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84994469295&origin=inward,20,8/22/24 16:58,Article,10.1016/j.jclepro.2016.09.077,0959-6526,https://api.elsevier.com/content/abstract/scopus_id/84994469295,197,,1684,1693,102,17,102,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,916,,,
1518,1518,81,"G. Niezen, Parisa Eslambolchilar, H. Thimbleby",empirical,Open-source hardware for medical devices,2016,,,,,47,8/22/24 15:04,,10.1136/bmjinnov-2015-000080,,,,,,,81,10.13,27,3,8,"Open-source hardware is hardware whose design is made publicly available so anyone can study, modify, distribute, make and sell the design or the hardware based on that design. Some open-source hardware projects can potentially be used as active medical devices. The open-source approach offers a unique combination of advantages, including reducing costs and faster innovation. This article compares 10 of open-source healthcare projects in terms of how easy it is to obtain the required components and build the device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,930,,,
1527,1527,85,S. Lindtner,empirical,Hacking with Chinese Characteristics,2015,,,,,972,8/22/24 15:04,,10.1177/0162243915590861,,,,,,,85,9.44,85,1,9,"From the rising number of hackerspaces to an increase in hardware start-ups, maker culture is envisioned as an enabler of the next industrial revolution—a source of unhindered technological innovation, a revamp of broken economies and educational systems. Drawing from long-term ethnographic research, this article examines how China’s makers demarcate Chinese manufacturing as a site of expertise in implementing this vision. China’s makers demonstrate that the future of making—if to materialize in the ways currently envisioned by writers, politicians, and scholars of the global tech industry—rests on taking seriously the technological and cultural fabrics of professional making outside familiar information technology innovation hubs like Silicon Valley: making-do, mass production, and reuse. I trace back to China’s first hackerspace, documenting how a collective of makers began to move away from appropriating Western concepts of openness toward promoting China as source for knowledge, creativity, and innovation. This article demonstrates that when China’s makers set up open hardware businesses and articulate a unique culture of “hacking with Chinese characteristics,” they draw boundaries between the professional making they saw embodied in Chinese industrial production and the hobbyist making embodied in Western histories and cultures of hacking. In so doing, they position China as site of both technological and cultural expertise, intervening in dominant conceptions of computing that split manufacturing and innovation along geographical lines. This article contributes to critical scholarship of innovation and making cultures, technological expertise, and authorship.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,939,,,
417,417,1,"Mehera Hassan, Robert Mies, Roland Jochem",empirical,Key Enablers towards Mature Company- community Collaboration in Open Source Hardware,2023,Journal Of Innovation Economics & Management,De Boeck Univ,,,585,8/22/24 16:58,Article,10.3917/jie.040.0159,2032-5355,,,40,159,191,1,1,0,3,1,"Despite being acknowledged as key drivers for socio-economic development, small and medium-sized enterprises (SMEs) are still facing major challenges such as resource scarcity and rising competition. By engaging in open col-laborative product development, SMEs can benefit from the great potential of open source hardware (OSH) as a strategic source of open innovation. This is, however, associated with numerous challenges and it is lacking a solid framework for realisation. This work identifies seven key enablers that support SMEs to engage in successful collaboration with OSH communities for the co-creation of physical products. Those enablers tackle the collabora-tion from various aspects such as readiness, strategic alignment, governance, tools, resources, value network, and culture. They were derived through an e-Delphi study with experts from academia, industry, and the OSH domain. The seven enablers have been defined to serve as a foundation for the matu-rity assessment of the concept of company-community collaboration (C3).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,976,,,
312,312,0,"Robert Mies, Jeremy Bonvoisin",empirical,Collaborative capacity of open source hardware communities: A cross-sectional study,2022,"2022 IEEE 28th International Conference on Engineering, Technology and Innovation (ICE/ITMC) &amp; 31st International Association For Management of Technology (IAMOT) Joint Conference",IEEE,http://dx.doi.org/10.1109/ice/itmc-iamot55089.2022.10033289,,648,8/22/24 15:14,proceedings-article,10.1109/ice/itmc-iamot55089.2022.10033289,,,,,,,0,0,0,2,2,,http://xplorestaging.ieee.org/ielx7/10032842/10033129/10033289.pdf?arnumber=10033289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1060,,,
316,316,0,"Jonas Gamalielsson, Björn Lundell, Simon Butler, Christoffer Brax, Tomas Persson, Anders Mattsson, Tomas Gustavsson, Jonas Feist, Jonas Öberg",empirical,"On Engagement with Open Source Software, Open Source Hardware, and Standard Setting: The Case of White Rabbit",2022,Proceedings of the 18th International Symposium on Open Collaboration,ACM,http://dx.doi.org/10.1145/3555051.3555072,,125,8/22/24 15:14,proceedings-article,10.1145/3555051.3555072,,,,,,,0,0,0,9,2,,https://dl.acm.org/doi/pdf/10.1145/3555051.3555072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1064,,,
347,347,0,"JP Ferdinand, JP Ferdinand",empirical,Field-Level Dynamics and the Gradual Disruption of the 3D Printing Community,2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_6,,143,8/22/24 10:20,,10.1007/978-3-319-66842-0_6,,,,,,,0,0,0,2,6,… This chapter discusses the insights of my empirical research … empirically observed context of open source hardware. In this … knowledge into tangible open source hardware devices like …,,https://scholar.google.com/scholar?q=related:M0aeoYKAes4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1095,,,
348,348,0,"JP Ferdinand, JP Ferdinand",empirical,"Believe Me, Don't Believe the Hype",2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_1,,139,8/22/24 10:20,,10.1007/978-3-319-66842-0_1,,,,,,,0,0,0,2,6,"… In the context of my empirical investigation, I apply a triangulation that allows me the describe … I start my empirical investigation with a description of emergence and change within the 3D …",,https://scholar.google.com/scholar?q=related:qP-Qd7q-XPcJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1096,,,
349,349,0,"JP Ferdinand, JP Ferdinand",empirical,Analytical Framework and Methodology,2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_4,,177,8/22/24 10:20,,10.1007/978-3-319-66842-0_4,,,,,,,0,0,0,2,6,"… In the context of my empirical investigation, I apply a triangulation that allows me the describe the evolution and change of the 3D printing field, delineate shared understandings on how …",,https://scholar.google.com/scholar?q=related:n4ucUhwvjbMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1097,,,
350,350,0,"JP Ferdinand, JP Ferdinand",empirical,"Linking Commons, Communities, and Innovation",2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_2,,457,8/22/24 10:20,,10.1007/978-3-319-66842-0_2,,,,,,,0,0,0,2,6,"To approach the institutional tensions that affect innovation communities, this chapter starts out with a reception of the existing body of research in connection with common-pool …",,https://scholar.google.com/scholar?q=related:kKhGM1lajF0J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1098,,,
351,351,0,"JP Ferdinand, JP Ferdinand",empirical,Theorizing Innovation Communities,2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_3,,295,8/22/24 10:20,,10.1007/978-3-319-66842-0_3,,,,,,,0,0,0,2,6,"… As the dilemma of entrepreneurship in open hardware usually refers to community members that develop entrepreneurial ambitions to commercialize community-based innovations, …",,https://scholar.google.com/scholar?q=related:6FYXXP12QT8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1099,,,
352,352,0,"JP Ferdinand, JP Ferdinand",empirical,The Perils of Innovation Communities,2018,… and the Dilemma of Open Source Hardware,Springer,https://link.springer.com/chapter/10.1007/978-3-319-66842-0_7,,216,8/22/24 10:20,,10.1007/978-3-319-66842-0_7,,,,,,,0,0,0,2,6,"… printing communities, I proposed an empirical operationalization that grasps related frictions … My methodological approach was thus marked by a triangulation of empirical scopes. This …",,https://scholar.google.com/scholar?q=related:_v99qDk2E3MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1100,,,
555,555,2,"Shafquat Rana, Nicholas Vandewetering, Jadyn Powell, Jonathan alvarez Ariza, Joshua M. Pearce",empirical,Geographical Dependence of Open Hardware Optimization: Case Study of Solar Photovoltaic Racking,2023,Technologies,Mdpi,,,587,8/22/24 16:58,Article,10.3390/technologies11020062,2227-7080,,11,2,,,2,2,0,5,1,"Open-source technological development is well-known for rapid innovation and providing opportunities to reduce costs and thus increase accessibility for a wide range of products. This is done through distributed manufacturing, in which products are produced close to end users. There is anecdotal evidence that these opportunities are heavily geographically dependent, with some locations unable to acquire components to build open hardware at accessible prices because of trade restrictions, tariffs, taxes, or market availability. Supply chain disruptions during the COVID-19 pandemic exacerbated this and forced designers to pivot towards a la carte-style design frameworks for critical system components. To further develop this phenomenon, a case study of free and open-source solar photovoltaic (PV) racking systems is provided. Two similar open-source designs made from different materials are compared in terms of capital costs for their detailed bill of materials throughout ten locations in North, Central and South America. The differences in economic optimization showed that the costs of wood-based racks were superior in North America and in some South American countries, while metal was less costly in Central and South America. The results make it clear that open hardware designs would be best to allow for local optimization based on material availability in all designs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1112,,,
545,545,2,"Rafaella Antoniou, Jeremy Bonvoisin, Pen-Yuan Hsing, Elies Dekoninck, Daniela Defazio",empirical,Defining success in open source hardware development projects: a survey of practitioners,2022,Design Science,Cambridge Univ Press,,,532,8/22/24 16:58,Article,10.1017/dsj.2021.30,2053-4701,,8,,,,2,1,0,5,2,"Recent years have seen the rise of citizens as contributors to hardware product creation. This trend has increased attention to open source hardware (OSH): a phenomenon that extends the intellectual property management and development practices in open source software (OSS) into the design of physical objects. OSH projects are different from OSS projects due to product type, and distinct from traditional closed source new product development (NPD) ones due to their openness. These differences challenge the degree of applicability of existing project success definitions in the OSH context. To investigate project success in OSH, we conducted a qualitative survey with practitioners. We report characteristics of successful OSH projects through three identified themes: (a) value creation - the big-picture impact, (b) quality of output - the quality of the hardware and accompanying documentation and (c) project process - activities that contribute to success. We contextualise by comparing OSH with selected literature on the success of OSS and NPD project management. While our study confirms a similarity between OSS and OSH in defining project success, it also highlights themes that are uniquely important to the latter. These findings are helpful for OSH development practice and could provide lessons for OSS development and closed source NPD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1140,,,
552,552,2,"Laia Pujol Priego, Jonathan Wareham",empirical,FROM BITS TO ATOMS: OPEN SOURCE HARDWARE AT CERN,2023,Mis Quarterly,Soc Inform Manage-Mis Res Cent,,,510,8/22/24 16:58,Article,10.25300/MISQ/2022/16733,0276-7783,,47,2,639,667,2,2,1,2,1,"Although considered a relatively recent phenomenon of the past decade, open source hardware (OSH) is already influencing commercial hardware development. However, a common belief is that the greater economic cost and complexity of hybrid digital objects (i.e., digital objects with both hardware and software) precludes their development with open source methods traditionally used for software. We study a sophisticated OSH named White Rabbit initiated at CERN and developed through a vibrant and heterogenous open source community. Our findings show that the assumption that hardware and software require fundamentally distinctive development and production modes should be replaced with a more nuanced differentiation characterized by three main attributes describing an object's composition: embodiment, modularity, and granularity. Taken together, these three attributes determine how a hybrid object is developed throughout its evolution in an open source community. Our research offers several contributions. First, we provide a more nuanced view of the consequences of the material embodiment of hardware. Once considered a simple deterrent to open source development, we describe how economic cost is subordinate to more influential aspects of an object's physical layers: as the open source community modifies the object to accommodate the operating requirements of diverse physical instantiations, such modifications can be incorporated in the logical design covered by the open source license. Additionally, we show how embodiment, modularity, and granularity progress through the object's evolution and how this maturation subsequently affects development modes. We trace the implications of our findings for hybrids and digital object conceptualizations in IS research, open source development and, more broadly, normative implications for OSH in scientific and commercial computing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1146,,,
460,460,1,"Zhuoxuan Li, Warren Seering, Tiffany Tao, Shengnan Cao",empirical,Understanding Community Behaviors in For-Profit Open Source Hardware Projects,2019,Proceedings of the Design Society: International Conference on Engineering Design,Cambridge University Press (CUP),http://dx.doi.org/10.1017/dsi.2019.246,,546,8/22/24 15:14,journal-article,10.1017/dsi.2019.246,2220-4342,,1,1,2397,2406,1,0.2,0,4,5,"Abstract: Free contributors have successfully shown the potential in large/complex software co-creation in the Free and Open Source Software Movement, triggering many discussions and exploration ventures from academia to industry and to the government. Though many research efforts explored whether the same level of co-creation efforts could take place broadly in the hardware realm, very few research studies focus on profit-seeking hardware projects initiated by companies. In fact, the specific nature of being tangible and profitable makes company-led open source hardware projects suspicious to be really “open” to contributors. Community has been identified as the critical driver in many open projects. By reviewing the evolution of company-community interactions over time and different community behaviors in different open development context, authors in this paper hope to identify best community- company interaction forms for open source hardware companies. Using grounded theory and case studies, we construct a framework to describe and identify company community's different behaviors and different roles.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S2220434219002464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1208,,,
464,464,1,"X. Dai, J. F. Boujut, F. Pourroy, P. Marin",empirical,Correlation between process openness and collaboration tool usage in open source hardware design: an empirical study,2019,International Journal on Interactive Design and Manufacturing (IJIDeM),Springer Science and Business Media LLC,http://dx.doi.org/10.1007/s12008-019-00632-0,,711,8/22/24 15:14,journal-article,10.1007/s12008-019-00632-0,1955-2513,,14,2,481,489,1,0.2,0,4,5,,http://link.springer.com/content/pdf/10.1007/s12008-019-00632-0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1212,,,
