Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
10,"Adam Klodowski, Harri Eskelinen, Scott Semken","Leakage-proof nozzle design for RepRap community 3D printer",2015,"Robotica","Cambridge Univ Press","","",273,"2024-08-22 16:58:01","Article","10.1017/S0263574714000502","0263-5747","",33,4,721,746,10,1.11,3,3,9,"The RepRap 3D printer development project is a fast growing, open-hardware initiative relying on the input of hobbyist designers. One of its key components is the printer nozzle. The performance and reliability deficiencies of currently available nozzle designs are common topics in the RepRap community, and our own experience with a RepRap 3D printer has identified a need for improvement in a few particular areas. We set out to eliminate melt leakage, improve thermal isolation, and develop a more effective method of nozzle assembly attachment. Here, we review the issues, describe design efforts, and report results.","",""
16,"Adam M. Pringle, Shane Oberloier, Aliaksei L. Petsiuk, Paul G. Sanders, Joshua M. Pearce","Open source arc analyzer: Multi-sensor monitoring of wire arc additive manufacturing",2020,"Hardwarex","Elsevier","","",181,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2020.e00137","2468-0672","",8,,,,16,4.00,3,5,4,"Low-cost high-resolution metal 3-D printing remains elusive for the scientific community. Low-cost gas metal arc wire (GMAW)-based 3-D printing enables wire arc additive manufacturing (WAAM) for near net shape applications, but has limited resolution due to the complexities of the arcing process. To begin to monitor and thus control these complexities, the initial designs of the open source GMAW 3-D printer have evolved to include current and voltage monitoring. Building on this prior work, in this study, the design, fabrication and use of the open source arc analyzer is described. The arc analyzer is a multi-sensor monitoring system for quantifying the processing during WAAM, which includes voltage, current, sound, light intensity, radio frequency, and temperature data outputs. The open source arc analyzer is tested here on aluminum WAAM by varying wire feed rate and measuring the resultant changes in the sensor data. Visual inspection and microstructural analysis of the printed samples looking for the presence of porosity are used as the physical indicators of quality. The value of the sensors was assessed and the most impactful sensors were found to be the light and radio frequency sensors, which showed arc extinction events and a characteristic ""good weld"" peak frequency. (C) 2020 The Author(s). Published by Elsevier Ltd.","",""
1,"Adam Shnier, Francis Otieno, Caren Billing, Daniel Wamwangi, David G. Billing","Robust Arduino controlled spin coater using a novel and simple gravity chuck design",2023,"Hardwarex","Elsevier","","",576,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2023.e00422","2468-0672","",14,,,,1,1.00,0,5,1,"Spin coaters offer an invaluable method of thin film fabrication. Various implementations, both proprietary and open-source exist, offering vacuum and gravity samples chucks. These implementations vary in their reliability, ease-of-use, cost, and versatility. Here we present a novel easy-to-use open-source gravity-chuck type spin coater with minimal points of failure at a material cost of around 100 USD (1500 ZAR). The unique chuck design makes use of interchangeable brass plate sample masks, each specific to a sample size, these can be made with basic skills and common hand tools. In comparison, replacement chucks for commercial alternatives can cost as much as the entire spin coater we present. Open-source hardware such as this provides an example for individuals in the field on the design and development of hardware where reliability, cost, and flexibility are most impor-tant, as is the case for many institutions in developing countries.& COPY; 2023 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).","",""
11,"Adam Slade, David Jassby","Affordable, flexible, and modular: a guide to open-source membrane-based water treatment systems",2016,"Environmental Science-Water Research & Technology","Royal Soc Chemistry","","",254,"2024-08-22 16:58:01","Article","10.1039/c6ew00194g","2053-1400","",2,6,965,974,11,1.38,6,2,8,"Membrane-based water treatment processes often require sophisticated control and monitoring that is not possible through manual operation. Automated regulation of pressure or flux through a membrane is required to minimize membrane fouling, thus maximizing efficiency and lifespan. Myriad automation tools exist, ranging from single purpose-built solutions to numerous linked sensors and hardware controls, all analyzed and controlled though commercially-available proprietary hardware and software. This paper outlines a way to design control systems for membrane-based filtration that utilize open source hardware and software, increasing the flexibility of a system to changing performance requirements while simultaneously minimizing the expense in time and resources to implement the control scheme. The method presented here can reduce the capital requirement for system control by one to two orders of magnitude while enhancing flexibility for system expansion and process sharing.","",""
3,"Adriano Vissa, Maximiliano Giuliani, Peter K. Kim, Christopher M. Yip","Hyperspectral super-resolution imaging with far-red emitting fluorophores using a thin-film tunable filter",2020,"Review Of Scientific Instruments","Amer Inst Physics","","",487,"2024-08-22 16:58:01","Article","10.1063/1.5143319","0034-6748","",91,12,,,3,0.75,1,4,4,"New innovations in single-molecule localization microscopy (SMLM) have revolutionized optical imaging, enabling the characterization of biological structures and interactions with unprecedented detail and resolution. However, multi-color or hyperspectral SMLM can pose particular challenges which affect image quality and data interpretation, such as unequal photophysical performance of fluorophores and non-linear image registration issues, which arise as two emission channels travel along different optical paths to reach the detector. In addition, using evanescent-wave based approaches (Total Internal Reflection Fluorescence: TIRF) where beam shape, decay depth, and power density are important, different illumination wavelengths can lead to unequal imaging depth across multiple channels on the same sample. A potential useful approach would be to use a single excitation wavelength to perform hyperspectral localization imaging. We report herein on the use of a variable angle tunable thin-film filter to spectrally isolate far-red emitting fluorophores. This solution was integrated into a commercial microscope platform using an open-source hardware design, enabling the rapid acquisition of SMLM images arising from fluorescence emission captured within similar to 15 nm to 20 nm spectral windows (or detection bands). By characterizing intensity distributions, average intensities, and localization frequency through a range of spectral windows, we investigated several far-red emitting fluorophores and identified an optimal fluorophore pair for two-color SMLM using this method. Fluorophore crosstalk between the different spectral windows was assessed by examining the effect of varying the photon output thresholds on the localization frequency and fraction of data recovered. The utility of this approach was demonstrated by hyper-spectral super-resolution imaging of the interaction between the mitochondrial protein, TOM20, and the peroxisomal protein, PMP70.","",""
18,"Aggelos Vassilakos, John Giannatsis, Vassilis Dedoussis","Fabrication of parts with heterogeneous structure using material extrusion additive manufacturing",2021,"Virtual And Physical Prototyping","Taylor & Francis Ltd","","",155,"2024-08-22 16:58:01","Article","10.1080/17452759.2021.1919154","1745-2759","",16,3,267,290,18,6.00,6,3,3,"Additive manufacturing technologies (AM) have a unique capacity for handling geometrical complexity and are, therefore, ideal for producing parts with geometrically complex form and structure. In this paper, a methodology for fabricating parts of heterogeneous internal structure by thermoplastic Material Extrusion (MEX) is proposed. Construction of the corresponding layer deposition paths is performed according to locally-defined material density, encoded in the form of a voxel part model. Specific algorithms for constructing a single layer deposition path by joining elementary deposition paths of semi-random or standard shape are developed and tested. Computational tests of the developed algorithmic procedures indicate that the associated computer processing time, is comparable to that implied by conventional slicing and path planning techniques. Results of fabrication tests employing an open-hardware MEX system further prove the feasibility of the approach.","",""
1,"Ahmed Alsheikhy","EVALUATION OF POWER DISSIPATION AND ENERGY IN A ROBOTIC SYSTEM",2022,"International Journal On Information Technologies And Security","Union Scientists Bulgaria","","",600,"2024-08-22 16:58:01","Article","","1313-8251","",14,2,51,62,1,0.50,1,1,2,"Robots are widely used in many disciplines like manufacturing, military, and commercial. They are seen as a key to advancements in such fields. A robotic is being used to assure precision and reliability. Some bigger companies like amazon use robotics to achieve stability and speed up their productions. In real-life, robots are mostly used in environments that contain uncertainties events. Additionally, interruptions occur there. Determining several performance quantities such as the execution time, throughput, power dissipation and energy under severe circumstances is crucial in the fields where robotics are used. This paper uses the developed framework earlier on a robotic manipulator to estimate average power dissipation, also known as power consumption, and average energy. Subsequently, a comparison analysis is conducted using several free tools such as Power Gadget, HW Monitor, Sidebar Diagnostics and Open Hardware Monitor. Those free tools are chosen since they are available with no extra hidden charges, and they are easy to download and use. The aim of that analysis is to find the differences between the average estimated value using mathematical equations and the actual ones from those tools. The analysis is performed on a machine running on a Windows based system. The results that obtained indicate that the estimated/predicted values of the dissipated power and energy are close to the actual values. Likewise, the error between those figures varies between 6% to 11%. This variation happens because the used machine is affected by its specifications, especially the number of cores of its CPU and the clock frequency.","",""
10,"Ahmed Kamaleldin, Salma Hesham, Diana Gohringer","Towards a Modular RISC-V Based Many-Core Architecture for FPGA Accelerators",2020,"Ieee Access","Ieee-Inst Electrical Electronics Engineers Inc","","",264,"2024-08-22 16:58:01","Article","10.1109/ACCESS.2020.3015706","2169-3536","",8,,148812,148826,10,2.50,3,3,4,"Multi-/Many-core architectures are emerging as scalable, high-performance and energy-efficient computing platforms suitable for a variety of application domains from edge to cloud computing. Recently, the appearance of RISC-V open-source ISA creates new possibilities to develop customized computing platforms with high savings in the non-recurring engineering costs. Moreover, the current trends toward open-source hardware frameworks are aimed to reduce design time and cost for complex system-on-chip architectures. Therefore, modularity and re-usability of hardware components are major challenges for flexible hardware architectures. The motivation behind this work is to introduce a modular cluster-based many-core architecture for FPGA accelerators that is re-usable and flexible tailored to implement different many-core taxonomies with less design time and costs by using regular and replicated sets of computing, memory, and interconnection blocks. The proposed many-core architecture is built using multiple processing clusters coupled with a NoC for communication which allows a high degree of design scalability. The processing cluster inside features a configurable multi-core architecture consisting of multiple RISC-V processing elements (PE) tightly coupled with a bus-based interconnection for intra-cluster communication using parameterized scratchpad shared memory. Each PE features a single RISC-V core with a tightly coupled parameterized scratchpad local memory and generic AXI interface. Evaluation results demonstrate that the proposed architecture features a scalable computing performance of 501 MOp/s for 4 clusters and 878 MOp/s for 8 clusters. Moreover, a scalable memory bandwidth up to 4.3 GB/s is achieved for 9 clusters with a power consumption of 1.4 W per cluster utilizing 7.7% of on-chip memory resources. The many-core architecture is implemented and evaluated on Xilinx Virtex Ultrascale+ with the feature of changing the architecture configurations during run-time using dynamic and partial reconfiguration which provides more flexibility and re-usability.","",""
1,"Aidan L. Huene, Jack C. Koch, Lucia Arregui, Yue Liu, Matthew L. Nicotra, Virginia M. Weis, Terrence R. Tiersch","Cryopreservation of <i>Hydractinia symbiolongicarpus</i> Sperm to Support Community-Based Repository Development for Preservation of Genetic Resources",2022,"Animals","Mdpi","","",596,"2024-08-22 16:58:01","Article","10.3390/ani12192537","2076-2615","",12,19,,,1,0.50,0,7,2,"Simple Summary Hydractinia symbiolongicarpus is an emerging model organism in which cutting-edge genomic tools and resources are being developed for use in a growing number of research fields. One limitation of this model system is the lack of long-term storage for genetic resources. In this study, approaches for Hydractinia sperm cryopreservation were established for the first time. Open hardware and 3-D printing were used to facilitate animal husbandry, sperm handling, and cryopreservation. Hydractinia sperm at a concentration of 2 x 10(7) cells/mL stored at 4 degrees C for as long as 6 d were able to achieve 50% fertilization rate. A fertilization rate of 41-69% was observed using sperm equilibrated with 5, 10, or 15% (v/v) cryoprotectant (dimethyl sulfoxide or methanol) for 20 min, cooled at a rate of 5, 10, or 20 degrees C/min from 4 degrees C to -80 degrees C, at a cell concentration of 1 x 10(8) sperm/mL, in 0.25 mL French straws. Establishing repository capabilities for the Hydractinia research community will be essential for future development, maintenance, protection, and distribution of genetic resources. More broadly, these generalizable approaches can be used as a model to develop germplasm repositories for other cnidarian species. Hydractinia symbiolongicarpus is an emerging model organism in which cutting-edge genomic tools and resources are being developed for use in a growing number of research fields. One limitation of this model system is the lack of long-term storage for genetic resources. The goal of this study was to establish a generalizable cryopreservation approach for Hydractinia that would support future repository development for other cnidarian species. Specific objectives were to: (1) characterize basic parameters related to sperm quality; (2) develop a generalizable approach for sperm collection; (3) assess the feasibility of in vitro fertilization (IVF) with sperm after refrigerated storage; (4) assess the feasibility of IVF with sperm cryopreserved with various sperm concentrations; (5) evaluate feasibility of cryopreservation with various freezing conditions, and (6) explore the feasibility of cryopreservation by use of a 3-D printed open-hardware (CryoKit) device. Animal husbandry and sperm collection were facilitated by use of 3-D printed open hardware. Hydractinia sperm at a concentration of 2 x 10(7) cells/mL stored at 4 degrees C for 6 d were able to achieve 50% fertilization rate. It appeared that relatively higher sperm concentration (>5 x 10(7) cells/mL) for cryopreservation could promote fertilization. A fertilization rate of 41-69% was observed using sperm equilibrated with 5, 10, or 15% (v/v) cryoprotectant (dimethyl sulfoxide or methanol) for 20 min, cooled at a rate of 5, 10, or 20 degrees C/min from 4 degrees C to -80 degrees C, at a cell concentration of 10(8)/mL, in 0.25 mL French straws. Samples cryopreserved with the CryoKit produced a fertilization rate of 72-82%. Establishing repository capabilities for the Hydractinia research community will be essential for future development, maintenance, protection, and distribution of genetic resources. More broadly, these generalizable approaches can be used as a model to develop germplasm repositories for other cnidarian species.","",""
37,"Akram Syed Ali, Christopher Cote, Mohammad Heidarinejad, Brent Stephens","<i>Elemental</i>: An Open-Source Wireless Hardware and Software Platform for Building Energy and Indoor Environmental Monitoring and Control",2019,"Sensors","Mdpi","","",67,"2024-08-22 16:58:01","Article","10.3390/s19184017","1424-8220","",19,18,,,37,7.40,9,4,5,"This work demonstrates an open-source hardware and software platform for monitoring the performance of buildings, called Elemental, that is designed to provide data on indoor environmental quality, energy usage, HVAC operation, and other factors to its users. It combines: (i) custom printed circuit boards (PCBs) with RFM69 frequency shift keying (FSK) radio frequency (RF) transceivers for wireless sensors, control nodes, and USB gateway, (ii) a Raspberry Pi 3B with custom firmware acting as either a centralized or distributed backhaul, and (iii) a custom dockerized application for the backend called Brood that serves as the director software managing message brokering via Message Queuing Telemetry Transport (MQTT) protocol using VerneMQ, database storage using InfluxDB, and data visualization using Grafana. The platform is built around the idea of a private, secure, and open technology for the built environment. Among its many applications, the platform allows occupants to investigate anomalies in energy usage, environmental quality, and thermal performance via a comprehensive dashboard with rich querying capabilities. It also includes multiple frontends to view and analyze building activity data, which can be used directly in building controls or to provide recommendations on how to increase operational efficiency or improve operating conditions. Here, we demonstrate three distinct applications of the Elemental platform, including: (1) deployment in a research lab for long-term data collection and automated analysis, (2) use as a full-home energy and environmental monitoring solution, and (3) fault and anomaly detection and diagnostics of individual building systems at the zone-level. Through these applications we demonstrate that the platform allows easy and virtually unlimited datalogging, monitoring, and analysis of real-time sensor data with low setup costs. Low-power sensor nodes placed in abundance in a building can also provide precise and immediate fault-detection, allowing for tuning equipment for more efficient operation and faster maintenance during the lifetime of the building.","",""
11,"Alain Gervasi, Pierre Cardol, Patrick E. Meyer","Open-hardware wireless controller and 3D-printed pumps for efficient liquid manipulation",2021,"Hardwarex","Elsevier","","",241,"2024-08-22 16:58:01","Article","10.1016/j.ohx.2021.e00199","2468-0672","",9,,,,11,3.67,4,3,3,"Many routines in biological experiments require the precise handling of liquid volumes in the range of microliters up to liters. In this paper, we describe a new wireless controller that is adapted to liquid manipulation tasks, in particular when combined with the proposed 3D-printed pumps. It can be built from widely available electronic components and managed with open-source software. The use of peristaltic pumps enables to move volumes from milliliters to liters with a relative error below 1% or a syringe pump capable of injecting volumes in the range of milliliters with microliter accuracy. The system is remotely controllable over WiFi and easily automated using the MQTT communication protocol. The programming of the microcontroller is performed on the Arduino IDE. The WiFi settings and the calibration value can be easily modified, stored and exported in the form of a JSON file to create a user friendly, plug and play and easily scalable device. Additional sensors or actuators can be added, allowing the system to adapt to various usages. Finally, in addition to its low manufacturing cost and its capability to fit a large variety of tasks involving liquid handling, our system has been specifically designed for research environments where adaptability and repeatability of experiments is essential. (C) 2021 The Author(s). Published by Elsevier Ltd.","",""
4,"Alain Gervasi, Pierre Cardol, Patrick E. Meyer","Automated Open-Hardware Multiwell Imaging Station for Microorganisms Observation",2022,"Micromachines","Mdpi","","",424,"2024-08-22 16:58:01","Article","10.3390/mi13060833","2072-666X","",13,6,,,4,2.00,1,3,2,"Bright field microscopes are particularly useful tools for biologists for cell and tissue observation, phenotyping, cell counting, and so on. Direct cell observation provides a wealth of information on cells' nature and physiological condition. Microscopic analyses are, however, time-consuming and usually not easy to parallelize. We describe the fabrication of a stand-alone microscope able to automatically collect samples with 3D printed pumps, and capture images at up to 50x optical magnification with a digital camera at a good throughput (up to 24 different samples can be collected and scanned in less than 10 min). Furthermore, the proposed device can store and analyze pictures using computer vision algorithms running on a low power integrated single board computer. Our device can perform a large set of tasks, with minimal human intervention, that no single commercially available machine can perform. The proposed open-hardware device has a modular design and can be freely reproduced at a very competitive price with the use of widely documented and user-friendly components such as Arduino, Raspberry pi, and 3D printers.","",""
8,"Alain Martinez, Erik Hernandez-Rodriguez, Luis Hernandez, Olivier Schalm, Rosa Amalia Gonzalez-Rivero, Daniellys Alejo-Sanchez","Design of a Low-Cost System for the Measurement of Variables Associated With Air Quality",2023,"Ieee Embedded Systems Letters","Ieee-Inst Electrical Electronics Engineers Inc","","",295,"2024-08-22 16:58:01","Article","10.1109/LES.2022.3196543","1943-0663","",15,2,105,108,8,8.00,1,6,1,"Poor air quality is a global problem that affects human health and ecosystems all over the world. For that reason, many countries invest in networks of reference monitoring stations that measure air quality in real time. However, the high installation and maintenance costs of these stations mean that smaller cities or underdeveloped regions are less covered by such stations. In these regions, alternative detection technologies such as low-cost monitoring systems can be used instead. Unfortunately, the results of such monitoring devices are often questioned by academics. This contribution proposes the design of an air quality monitoring system where cost and reliability have been optimized from a hardware point of view. In addition, the device has been coupled to an IoT platform so that inexperienced users can view and share the collected information The design of affordable systems increases the ability to perform ad hoc analysis at the level of neighborhoods or cities by citizen science organizations or governmental entities.","",""
