Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"A. Drouin, M. Muller","Paparazzi - The free autopilot : build your own UAV",2007,"","","","",871,"2024-08-22 15:04:59","","","","",,,,,15,0.88,8,2,17,"Paparazzi is a free and open-source hardware and software project intended to create an exceptionally powerful and versatile autopilot system by allowing and encouraging input from the community. The project includes not only the airborne hardware and software, from voltage regulators and GPS receivers to Kalman filtering code, but also a powerful and ever-expanding array of ground hardware and software including modems, antennas, and a highly evolved user-friendly ground control software interface. All hardware and software is open-source and freely available to anyone under the GPL. The key feature of the Paparazzi autopilot is its unique combination of infrared thermopiles and inertial measurement for attitude sensing, providing a robust and accurate attitude estimate that requires no ground calibration and can recover from any launch attitude.","",""
376,"A. D’Ausilio","Arduino: A low-cost multipurpose lab equipment",2011,"","","","",596,"2024-08-22 15:04:59","","10.3758/s13428-011-0163-z","","",,,,,376,28.92,376,1,13,"","",""
49,"A. E. Kouche","Towards a wireless sensor network platform for the Internet of Things: Sprouts WSN platform",2012,"","","","",809,"2024-08-22 15:04:59","","10.1109/ICC.2012.6364196","","",,,,,49,4.08,49,1,12,"This paper describes a WSN platform architecture uniquely designed and implemented for the Internet of Things (IoTs). The paper elaborates on all the architectural design decisions and challenges across the three major divisions of the platform, that is, the middleware, hardware, and network layer. The result of this research is a unique WSN platform, Sprouts, which is rugged, cost effective, versatile, open source, and multistandard WSN platform that offers a step forward towards interoperable WSN platforms for the IoTs. Sprouts' architecture leverages state of the art technologies in hardware and network standards and builds upon our module-oriented DREAMS middleware architecture. Sprouts presents a much needed new approach that is different than the de-facto MSP430/AVR and Zigbee-based WSNs, and we discusses the reasons behind the necessary changes to meet the needs of IoT. Sprouts was tested in the harsh industrial environment of the Oil-Sands and showcased at the Ontario Centre of Excellence (OCE) Discovery of 2011.","",""
1537,"A. Edelstein, Mark A. Tsuchida, Nenad Amodaj, H. Pinkard, R. Vale, N. Stuurman","Advanced methods of microscope control using μManager software.",2014,"","","","",496,"2024-08-22 15:04:59","","10.14440/JBM.2014.36","","",,,,,1537,153.70,256,6,10,"μManager is an open-source, cross-platform desktop application, to control a wide variety of motorized microscopes, scientific cameras, stages, illuminators, and other microscope accessories. Since its inception in 2005, μManager has grown to support a wide range of microscopy hardware and is now used by thousands of researchers around the world. The application provides a mature graphical user interface and offers open programming interfaces to facilitate plugins and scripts. Here, we present a guide to using some of the recently added advanced μManager features, including hardware synchronization, simultaneous use of multiple cameras, projection of patterned light onto a specimen, live slide mapping, imaging with multi-well plates, particle localization and tracking, and high-speed imaging.","",""
35,"A. Ehliar, Dake Liu","An FPGA Based Open Source Network-on-Chip Architecture",2007,"","","","",447,"2024-08-22 15:04:59","","10.1109/FPL.2007.4380772","","",,,,,35,2.06,18,2,17,"Networks on chip (NoC) has long been seen as a potential solution to the problems encountered when implementing large digital hardware designs. In this paper we describe an open source FPGA based NoC architecture with low area overhead, high throughput and low latency compared to other published works. The architecture has been optimized for Xilinx FPGAs and the NoC is capable of operating at a frequency of 260 MHz in a Virtex-4 FPGA. We have also developed a bridge so that generic Wishbone bus compatible IP blocks can be connected to the NoC.","",""
472,"A. Espay, P. Bonato, Fatta B. Nahab, W. Maetzler, John Dean, J. Klucken, B. Eskofier, A. Merola, F. Horak, A. Lang, R. Reilmann, J. Giuffrida, A. Nieuwboer, M. Horne, Max A. Little, I. Litvan, T. Simuni, E. Dorsey, M. Burack, Ken Kubota, A. Kamondi, C. Godinho, J. Daneault, G. Mitsi, Lothar Krinke, J. Hausdorff, B. Bloem, S. Papapetropoulos","Technology in Parkinson's disease: Challenges and opportunities",2016,"","","","",530,"2024-08-22 15:04:59","","10.1002/mds.26642","","",,,,,472,59.00,47,28,8,"The miniaturization, sophistication, proliferation, and accessibility of technologies are enabling the capture of more and previously inaccessible phenomena in Parkinson's disease (PD). However, more information has not translated into a greater understanding of disease complexity to satisfy diagnostic and therapeutic needs. Challenges include noncompatible technology platforms, the need for wide‐scale and long‐term deployment of sensor technology (among vulnerable elderly patients in particular), and the gap between the “big data” acquired with sensitive measurement technologies and their limited clinical application. Major opportunities could be realized if new technologies are developed as part of open‐source and/or open‐hardware platforms that enable multichannel data capture sensitive to the broad range of motor and nonmotor problems that characterize PD and are adaptable into self‐adjusting, individualized treatment delivery systems. The International Parkinson and Movement Disorders Society Task Force on Technology is entrusted to convene engineers, clinicians, researchers, and patients to promote the development of integrated measurement and closed‐loop therapeutic systems with high patient adherence that also serve to (1) encourage the adoption of clinico‐pathophysiologic phenotyping and early detection of critical disease milestones, (2) enhance the tailoring of symptomatic therapy, (3) improve subgroup targeting of patients for future testing of disease‐modifying treatments, and (4) identify objective biomarkers to improve the longitudinal tracking of impairments in clinical care and research. This article summarizes the work carried out by the task force toward identifying challenges and opportunities in the development of technologies with potential for improving the clinical management and the quality of life of individuals with PD. © 2016 International Parkinson and Movement Disorder Society","",""
60,"A. Fanfarillo, T. Burnus, V. Cardellini, Salvatore Filippone, D. Nagle, D. Rouson","OpenCoarrays: Open-source Transport Layers Supporting Coarray Fortran Compilers",2014,"","","","",336,"2024-08-22 15:04:59","","10.1145/2676870.2676876","","",,,,,60,6.00,10,6,10,"Coarray Fortran is a set of features of the Fortran 2008 standard that make Fortran a PGAS parallel programming language. Two commercial compilers currently support coarrays: Cray and Intel. Here we present two coarray transport layers provided by the new OpenCoarrays project: one library based on MPI and the other on GASNet. We link the GNU Fortran (GFortran) compiler to either of the two OpenCoarrays implementations and present performance comparisons between executables produced by GFortran and the Cray and Intel compilers. The comparison includes synthetic benchmarks, application prototypes, and an application kernel. In our tests, Intel outperforms GFortran only on intra-node small transfers (in particular, scalars). GFortran outperforms Intel on intra-node array transfers and in all settings that require inter-node transfers. The Cray comparisons are mixed, with either GFortran or Cray being faster depending on the chosen hardware platform, network, and transport layer.","",""
100,"A. Galadima","Arduino as a learning tool",2014,"","","","",674,"2024-08-22 15:04:59","","10.1109/ICECCO.2014.6997577","","",,,,,100,10.00,100,1,10,"In this paper we shall take a brief look at the Arduino microcontroller and some of its applications and how it can be used in learning. Arduino is an open-source microcontroller used in electronic prototyping. Arduino hardware and its components shall be looked at. Software and the Environment that Arduino runs on are both looked at too. Some applications will be taken as examples that can help make learning Arduino more interesting. This can be used as a major way to encourage students and others to learn more about electronics and programming.","",""
13,"A. Gambardella, E. von Hippel","Open Sourcing as a Profit-Maximizing Strategy for Downstream Firms",2019,"","","","",919,"2024-08-22 15:04:59","","10.1287/STSC.2018.0075","","",,,,,13,2.60,7,2,5,"This paper characterizes and explores a corporate strategy in which downstream firms collaborate to develop open substitute designs for proprietary hardware they would otherwise purchase from upstr...","",""
62,"A. Giyenko, Young-Im Cho","Intelligent UAV in smart cities using IoT",2016,"","","","",704,"2024-08-22 15:04:59","","10.1109/ICCAS.2016.7832322","","",,,,,62,7.75,31,2,8,"The concept of a Smart City is becoming an increasingly important research area around the world. The amount of information collected and the number of stationary sensors, surveillance cameras and other devices that need to be places in a smart city is so vast that using a mobile platform to replace them can reduce the cost in both energy and resources. This paper proposes an open source intelligent IoT platform that would allow implementation of various Smart City services such as: smart home, smart unmanned aerial vehicle, smart energy grid, smart transportation systems and other possible future services that will evolve along with the consumer demand. A smart platform is enabled by Machine-to-Machine communications and multi-agent system architecture. Such a platform will allow solving multiple issues with the smart city implementation such as scalability, integration and interoperation of different IoT services and networks that are run on different hardware. We discuss the structure of such a platform.","",""
67,"A. Gleadall","FullControl GCode Designer: open-source software for unconstrained design in additive manufacturing",2021,"","","","",157,"2024-08-22 15:04:59","","10.31224/osf.io/3nmau","","",,,,,67,22.33,67,1,3,"A new concept is presented for the design of additive manufacturing procedures, which is implemented in open-source software called FullControl GCode Designer. In this new design approach, the user defines every segment of the print-path along with all printing parameters, which may be related to geometric and non-geometric factors, at all points along the print-path. Machine control code (GCode) is directly generated by the software, without the need for any programming skills and without using computer-aided design (CAD), STL-files or slicing software. Excel is used as the front end for the software, which is written in Visual Basic. Case studies are used to demonstrate the broad range of structures that can be designed using the software, including: precisely controlled specimens for printer calibration, parametric specimens for hardware characterisation utilising hundreds of unique parameter combinations, novel mathematically defined lattice structures, and previously inconceivable 3D geometries that are impossible for traditional slicing software to achieve. The FullControl design approach enables unconstrained freedom to create nonplanar 3D print-paths and break free from traditional restrictions of layerwise print-path planning. It also allows nozzle movements to be carefully designed - both during extrusion and while travelling between disconnected extrusion volumes - to overcome inherent limitations of the printing process or to improve capabilities for challenging materials. An industrial case study shows how explicit print-path design improved printer reliability, production time, and print quality for a production run of over 1,000 parts. FullControl GCode Designer offers a general framework for unconstrained design and is not limited to a particular type of structure or hardware; transferability to lasers and other manufacturing processes is discussed. Parametric design files use a few bytes or kilobytes of data to describe all details that are sent to the printer, which greatly improves shareability by eliminating any risk of errors being introduced during STL file conversion or due to different users having inconsistent slicer settings. Adjustable parameters allow GCode for revised designs to be produced instantly, instead of the laborious traditional routine using multiple software packages and file conversions. The FullControl design concept offers new opportunities for creative and high-precision use of additive manufacturing systems. It facilitates design for additive manufacturing (DfAM) at the smallest possible scale based on the fundamental nature of the process (i.e. assembly of individual extrusions). The software and source code are provided as supplementary data and ongoing updates to improve functionality and the user interface will be available at www.fullcontrolgcode.com.","",""
16,"A. Hansen, T. Howard","The Current State of Open Source Hardware: The Need for an Open Source Development Platform",2013,"","","","",102,"2024-08-22 15:04:59","","10.1007/978-81-322-1050-4_77","","",,,,,16,1.45,8,2,11,"","",""
6,"A. Herrera","The Promises and Challenges of Open Source Hardware",2020,"","","","",21,"2024-08-22 15:04:59","","10.1109/MC.2020.3011080","","",,,,,6,1.50,6,1,4,"Discusses the challenges associated with open source hardware. Over the last decade, open source hardware (OSHW) has matured, including a flourishing OSHW community developing projects like RISC-V. The new IEEE Standards Association Open platform enables proficiency and knowledge of OSHW’s potential and challenges.","",""
15,"A. Hill, Alasdair Davies, Peter Prince, Jake L. Snaddon, C. Patrick Doncaster, A. Rogers","Leveraging conservation action with open‐source hardware",2019,"","","","",27,"2024-08-22 15:04:59","","10.1111/conl.12661","","",,,,,15,3.00,3,6,5,"Data collection by conservation biologists is undergoing radical change, with researchers collaborating across disciplines to create bespoke, low‐cost monitoring equipment from open‐source hardware (OSH). Compared to commercial hardware, OSH dramatically reduces participation costs. Four barriers currently hold back its wide adoption: (1) user inexperience inhibits initial uptake; (2) complex and costly manufacturing/distribution procedures impede global dissemination; (3) lack of creator support results in lapsed projects; and (4) lack of user support degrades continued utility in the field. Here, we propose a framework to address these barriers, illustrating how OSH offers a route to rapid expansion of community‐driven conservation action.","",""
9,"A. J. Molina-Cantero, J. A. Castro-García, Clara Lebrato-Vázquez, I. M. Gómez-González, M. Monge","Real-Time Processing Library for Open-Source Hardware Biomedical Sensors",2018,"","","","",68,"2024-08-22 15:04:59","","10.3390/s18041033","","",,,,,9,1.50,2,5,6,"Applications involving data acquisition from sensors need samples at a preset frequency rate, the filtering out of noise and/or analysis of certain frequency components. We propose a novel software architecture based on open-software hardware platforms which allows programmers to create data streams from input channels and easily implement filters and frequency analysis objects. The performances of the different classes given in the size of memory allocated and execution time (number of clock cycles) were analyzed in the low-cost platform Arduino Genuino. In addition, 11 people took part in an experiment in which they had to implement several exercises and complete a usability test. Sampling rates under 250 Hz (typical for many biomedical applications) makes it feasible to implement filters, sliding windows and Fourier analysis, operating in real time. Participants rated software usability at 70.2 out of 100 and the ease of use when implementing several signal processing applications was rated at just over 4.4 out of 5. Participants showed their intention of using this software because it was percieved as useful and very easy to use. The performances of the library showed that it may be appropriate for implementing small biomedical real-time applications or for human movement monitoring, even in a simple open-source hardware device like Arduino Genuino. The general perception about this library is that it is easy to use and intuitive.","",""
79,"A. Javadi, Z. Hakimi, M. Barati, Vincent Walsh, L. Tcheang","SET: a pupil detection method using sinusoidal approximation",2015,"","","","",677,"2024-08-22 15:04:59","","10.3389/fneng.2015.00004","","",,,,,79,8.78,16,5,9,"Mobile eye-tracking in external environments remains challenging, despite recent advances in eye-tracking software and hardware engineering. Many current methods fail to deal with the vast range of outdoor lighting conditions and the speed at which these can change. This confines experiments to artificial environments where conditions must be tightly controlled. Additionally, the emergence of low-cost eye tracking devices calls for the development of analysis tools that enable non-technical researchers to process the output of their images. We have developed a fast and accurate method (known as “SET”) that is suitable even for natural environments with uncontrolled, dynamic and even extreme lighting conditions. We compared the performance of SET with that of two open-source alternatives by processing two collections of eye images: images of natural outdoor scenes with extreme lighting variations (“Natural”); and images of less challenging indoor scenes (“CASIA-Iris-Thousand”). We show that SET excelled in outdoor conditions and was faster, without significant loss of accuracy, indoors. SET offers a low cost eye-tracking solution, delivering high performance even in challenging outdoor environments. It is offered through an open-source MATLAB toolkit as well as a dynamic-link library (“DLL”), which can be imported into many programming languages including C# and Visual Basic in Windows OS (www.eyegoeyetracker.co.uk).","",""
15,"A. Kahng","Open-Source EDA: If We Build It, Who Will Come?",2020,"","","","",212,"2024-08-22 15:04:59","","10.1109/VLSI-SOC46417.2020.9344073","","",,,,,15,3.75,15,1,4,"The VLSI technology and scaling roadmap has always included Process technology (wrapped as “PDK”), VLSI designs themselves (“System Drivers”), and EDA technology (“Design Technology”). Today, we see an open-source foundry PDK, and we see a vibrant open-source hardware design ecosystem. But what about open-source EDA? The development of open-source EDA technology cannot be separated from the question, “If we build it, who will come?” Today's talk will try to provide some thoughts on this question. What is “it”? Who is “we”? Who is “who”? And in what ways will the “who” come to interact with open-source EDA?","",""
22,"A. Kahng, Tom Spyrou","The OpenROAD Project: Unleashing Hardware Innovation",2021,"","","","",368,"2024-08-22 15:04:59","","","","",,,,,22,7.33,11,2,3,"—The OpenROAD project develops an open-source RTL-to-GDS tool that generates manufacturable layout from a given hardware description – in 24 hours, with no human in the loop. The project is part of the IDEA program within the DARPA ERI. By reducing today’s cost, expertise and schedule barriers to hardware design, OpenROAD enables access to ASIC implementation, thus unleashing hardware innovation. This paper describes the status and outlook for OpenROAD as of its v1.0 release. The OpenROAD tool is integrated around an open-source, commercial-quality database and timing engine. A SkyWater 130nm tapeout was made by efabless.com in May 2020. DRC-clean layout generation in GLOBALFOUNDRIES 12nm was achieved in July 2020. OpenROAD’s futures include (i) serving as a foundation for academic research and teaching; (ii) seeding the transition of open-source EDA into government and commercial usage; and (iii) driving new machine learning research that further accelerates EDA and hardware innovation. With permissively open-sourced code, and no restrictions on sharing of scripts, OpenROAD enables transparency and reproducibility of hardware and EDA research, thus accelerating the pace of discovery.","",""
23,"A. Kist, Stephan Dürr, A. Schützenberger, M. Döllinger","OpenHSV: an open platform for laryngeal high-speed videoendoscopy",2021,"","","","",408,"2024-08-22 15:04:59","","10.1038/s41598-021-93149-0","","",,,,,23,7.67,6,4,3,"","",""
26,"A. Lasso, Tamas Heffter, C. Pinter, T. Ungi, G. Fichtinger","Implementation of the PLUS open-source toolkit for translational research of ultrasound-guided intervention systems",2012,"","","","",382,"2024-08-22 15:04:59","","10.54294/41fjl6","","",,,,,26,2.17,5,5,12,"This document describes the design of the PLUS (Public software Library for Ultrasound) open-source toolkit. The toolkit provides a basic infrastructure for implementing ultrasound-guided intervention systems. Functionalities include collection of synchronized ultrasound and position data from a wide variety of hardware devices, spatial and temporal calibration, volume reconstruction, live streaming to end-user applications, and recording to and replay from file. Source code, documentation, tutorials, application examples are available with a BSD-type license at the project website: www.assembla.com/spaces/plus.","",""
521,"A. Limaye","Drishti: a volume exploration and presentation tool",2012,"","","","",541,"2024-08-22 15:04:59","","10.1117/12.935640","","",,,,,521,43.42,521,1,12,"Among several rendering techniques for volumetric data, direct volume rendering is a powerful visualization tool for a wide variety of applications. This paper describes the major features of hardware based volume exploration and presentation tool - Drishti. The word, Drishti, stands for vision or insight in Sanskrit, an ancient Indian language. Drishti is a cross-platform open-source volume rendering system that delivers high quality, state of the art renderings. The features in Drishti include, though not limited to, production quality rendering, volume sculpting, multi-resolution zooming, transfer function blending, profile generation, measurement tools, mesh generation, stereo/anaglyph/crosseye renderings. Ultimately, Drishti provides an intuitive and powerful interface for choreographing animations.","",""
